,Combinations,Inertia,Silhouette Score,Adjusted Rand Index,Adjusted Mutual Information
76,"['mean', '50%', '75%']",137.71114839912653,0.48906575636972066,0.5046926798436795,0.6167065970882974
77,"['mean', '50%', 'max']",200.49831433878384,0.5242515129309242,0.5583816743448016,0.572820073040345
78,"['mean', '50%', 'slope']",129.51372885888793,0.5044847345962851,0.5345081986431118,0.6370016706167566
79,"['mean', '50%', 'kurt']",159.6152160655613,0.6324187836029709,0.7843985529275966,0.6907084182456867
80,"['mean', '50%', 'skew']",185.42765176371094,0.5692845420543995,0.7329163895972413,0.6324948760507118
81,"['mean', '75%', 'max']",220.13545898852593,0.4982164925601798,0.5751015319091376,0.5652602045772891
82,"['mean', '75%', 'slope']",196.81976431569564,0.45476055045085434,0.49359693909526126,0.6134612365330393
83,"['mean', '75%', 'kurt']",227.76417630985136,0.5281307643519474,0.7736233289333636,0.6981218649214588
84,"['mean', '75%', 'skew']",251.6869265204784,0.4611859392968713,0.6211205873171475,0.5321245303045882
85,"['mean', 'max', 'slope']",249.42061235232643,0.46508192288861916,0.536217574797475,0.5456583998754847
86,"['mean', 'max', 'kurt']",287.4686007521374,0.47242151334063864,0.5933434976892866,0.6083222314543872
87,"['mean', 'max', 'skew']",341.34242972051044,0.3938402979621873,0.5455288744356084,0.5387778446425735
88,"['mean', 'slope', 'kurt']",236.87585592584804,0.48063785208220566,0.7293896404046478,0.5933212879228906
89,"['mean', 'slope', 'skew']",236.7694989249249,0.5155222550295608,0.7250686672796995,0.6127291547914389
90,"['mean', 'kurt', 'skew']",266.6268299624563,0.5900787868822264,0.8038991661469639,0.6691901878807801
91,"['std', 'min', '25%']",48.099897663209404,0.6132876348303309,0.5325574662265816,0.6888932595896853
92,"['std', 'min', '50%']",72.9709927579684,0.546533216182992,0.540879962451067,0.691287869258322
93,"['std', 'min', '75%']",110.89869193218935,0.545021340969087,0.5317097904732384,0.6886512334036167
94,"['std', 'min', 'max']",149.9400338945338,0.57819847364063,0.5891793095524452,0.6260508705830995
95,"['std', 'min', 'slope']",112.08830343013072,0.4943236709638522,0.5391096617175797,0.6514141659261607
96,"['std', 'min', 'kurt']",127.4343626885401,0.6935120517801259,0.9179810790956661,0.8566704227485308
97,"['std', 'min', 'skew']",153.18580964337502,0.639908175495332,0.8505488484878683,0.7453882785062163
98,"['std', '25%', '50%']",75.76208242625304,0.5635624737713041,0.5372597187324144,0.6745428048989516
99,"['std', '25%', '75%']",127.84268293316549,0.5220756061324425,0.5335592614831887,0.689179732372567
100,"['std', '25%', 'max']",168.34897122280213,0.5574299151363186,0.5988867139267671,0.6251458340914048
101,"['std', '25%', 'slope']",130.0723324990903,0.467948221587243,0.5408014912679067,0.6760263504700105
102,"['std', '25%', 'kurt']",142.68034554584867,0.6648430417346142,0.8944371862281931,0.8096359282693485
103,"['std', '25%', 'skew']",170.03979112028986,0.6027956851012743,0.8266799654317921,0.7171362419052801
104,"['std', '50%', '75%']",152.04037825741045,0.48927986857557615,0.506686820311927,0.6452349941631942
105,"['std', '50%', 'max']",189.97189709778164,0.5299008746176289,0.5817891679799027,0.6032910173040701
106,"['std', '50%', 'slope']",141.93042384783402,0.4693864047006409,0.5389570901518664,0.6658911378508814
107,"['std', '50%', 'kurt']",171.8586397869664,0.6172621771006997,0.8667351379091821,0.7769979819228264
108,"['std', '50%', 'skew']",198.61999314351795,0.5590211333862289,0.7855736061141677,0.6758275300346875
109,"['std', '75%', 'max']",213.68462458225977,0.5121979626703028,0.5882602593756565,0.6040162132210297
110,"['std', '75%', 'slope']",203.87077620097625,0.4536106880639967,0.5166161245522684,0.6389042201959286
111,"['std', '75%', 'kurt']",246.28928593102418,0.4380663491848703,0.5306298768399286,0.6642549592054241
112,"['std', '75%', 'skew']",270.72437238532245,0.4800990377235692,0.8128242182302549,0.702167713322978
113,"['std', 'max', 'slope']",239.95762246497628,0.4720024776596169,0.5366621527099801,0.552261232623811
114,"['std', 'max', 'kurt']",273.02082817162915,0.48053584718909076,0.5817891679799027,0.6038726120121554
115,"['std', 'max', 'skew']",329.65846978360423,0.40611359128461283,0.5743950141019676,0.6105191331363503
116,"['std', 'slope', 'kurt']",215.63605777415142,0.5540214425423092,0.8005584569821673,0.7059187715439004
117,"['std', 'slope', 'skew']",237.327203387083,0.5184726016572953,0.722692991540574,0.6082442387751991
118,"['std', 'kurt', 'skew']",270.10069175316016,0.5947683465228077,0.7750675588548642,0.6738537025960868
119,"['min', '25%', '50%']",68.22364678862334,0.5656554335123429,0.5280218955632958,0.6662551497417891
120,"['min', '25%', '75%']",115.10930588318703,0.5298318181014786,0.5317097904732384,0.6886512334036167
121,"['min', '25%', 'max']",164.10434425390352,0.5611116757855844,0.6081258458565784,0.657844337706949
122,"['min', '25%', 'slope']",115.9870198051828,0.4917366889320435,0.5372570019235011,0.6749699868284021
123,"['min', '25%', 'kurt']",130.40652798990882,0.6884556218119272,0.8899718517379506,0.8211611425602873
124,"['min', '25%', 'skew']",156.1653277404842,0.6292745855234329,0.8406893165887624,0.7338444683818428
125,"['min', '50%', '75%']",139.51692814468055,0.4945934720944009,0.5060703001818612,0.6450680766404228
126,"['min', '50%', 'max']",186.39593044457916,0.5422592298516691,0.5794805196554624,0.5976695761390141
127,"['min', '50%', 'slope']",128.9306373309644,0.48963575545777305,0.5285515668714063,0.663302594328137
128,"['min', '50%', 'kurt']",159.32017836237767,0.6441478954736194,0.8836634879156131,0.7987572490393363
129,"['min', '50%', 'skew']",184.89449293188585,0.5891012898681608,0.8266799654317921,0.7171362419052801
130,"['min', '75%', 'max']",209.06999078355597,0.524979671601673,0.601354377541757,0.6093508965167931
131,"['min', '75%', 'slope']",191.81089035343865,0.4641914184755928,0.5166161245522684,0.6389042201959286
132,"['min', '75%', 'kurt']",229.77663181569454,0.5474804658665219,0.8728895644299046,0.7993351096425934
133,"['min', '75%', 'skew']",255.47932629542476,0.5021527955457642,0.8406893165887624,0.7338444683818428
134,"['min', 'max', 'slope']",234.69946075182887,0.4858290981925454,0.5948793161121201,0.6404626764856081
135,"['min', 'max', 'kurt']",269.80084303016355,0.49892442932341435,0.5949563625962622,0.628911751223141
136,"['min', 'max', 'skew']",327.75937817736707,0.4231952974767385,0.5748555324889942,0.6119229386835597
137,"['min', 'slope', 'kurt']",207.60653277965838,0.5810493456131522,0.8667351379091821,0.7769979819228264
138,"['min', 'slope', 'skew']",229.39094994263945,0.5316305767554796,0.7433197687448833,0.6287481066357079
139,"['min', 'kurt', 'skew']",260.21198923224443,0.6130273762123173,0.8154537751958205,0.6860225586769121
140,"['25%', '50%', '75%']",146.4214446340581,0.47927737474037213,0.48297408525365176,0.6146326764213134
141,"['25%', '50%', 'max']",202.60583710398862,0.5176281826445845,0.5660795255314628,0.5894310705951649
142,"['25%', '50%', 'slope']",136.00582885145153,0.48701033464431853,0.5158706587698576,0.6190167075995704
143,"['25%', '50%', 'kurt']",163.11837241217566,0.6261561479112177,0.8333394186792445,0.739018913971979
144,"['25%', '50%', 'skew']",188.1126195642428,0.5473545163747368,0.6585425349151078,0.5816564989337919
145,"['25%', '75%', 'max']",226.53135152787206,0.49041318657077193,0.5751015319091376,0.5652602045772891
146,"['25%', '75%', 'slope']",203.2182312396316,0.44906258166963725,0.482279604430745,0.5991148975233914
147,"['25%', '75%', 'kurt']",231.97630998719157,0.5271617472546406,0.8060971996350976,0.7279622839193501
148,"['25%', '75%', 'skew']",257.494398660566,0.4599302867234141,0.6456066132959026,0.5570913742616641
149,"['25%', 'max', 'slope']",249.6081422505677,0.4617345834150498,0.5491530063811616,0.5584873403947442
150,"['25%', 'max', 'kurt']",286.4384156601752,0.46813980651223697,0.5933434976892866,0.6083222314543872
151,"['25%', 'max', 'skew']",341.36696317514827,0.38676164842735483,0.5325154322485215,0.5226835055541669
152,"['25%', 'slope', 'kurt']",210.59112884767643,0.5579548216358525,0.7368413468182288,0.6491651825429272
153,"['25%', 'slope', 'skew']",234.65368520178845,0.516489684503951,0.6928159214087978,0.5903577803083337
154,"['25%', 'kurt', 'skew']",267.58710120810184,0.5841093030037388,0.7829651432138782,0.6457637565541893
155,"['50%', '75%', 'max']",235.89410503866364,0.46294894927096414,0.48154921628705316,0.47903121565532797
156,"['50%', '75%', 'slope']",219.65907224331545,0.4402570994964821,0.3387363370050283,0.45830070477746343
157,"['50%', '75%', 'kurt']",249.13176555643705,0.4873665021878226,0.6498796244310033,0.6005725647373069
158,"['50%', '75%', 'skew']",270.93095335255015,0.4280385492548408,0.5556698837748963,0.505637895467259
159,"['50%', 'max', 'slope']",263.54460005793635,0.4373169281512235,0.40107782003875936,0.41693597467309546
160,"['50%', 'max', 'kurt']",309.2609274588578,0.433597006535055,0.5392141603740949,0.5349643799779177
161,"['50%', 'max', 'skew']",353.2118102380282,0.35198500938772054,0.41623818060810014,0.42209774834174074
162,"['50%', 'slope', 'kurt']",233.78218727343054,0.5184617474977525,0.7525399815940508,0.6624084269466609
163,"['50%', 'slope', 'skew']",253.87147435923634,0.4574577061592127,0.5304976637013654,0.5028950325854951
164,"['50%', 'kurt', 'skew']",293.5992451908886,0.5411354692253139,0.7829651432138782,0.6457637565541894
165,"['75%', 'max', 'slope']",290.93831508869897,0.38792193371196654,0.4308878750022368,0.435295874533404
166,"['75%', 'max', 'kurt']",333.79966625563793,0.3805698945561351,0.4676794054612099,0.4789743335616097
167,"['75%', 'max', 'skew']",347.2085968782048,0.319071441715154,0.21362856891534882,0.29399729905747574
168,"['75%', 'slope', 'kurt']",310.33225001751424,0.41099045362088565,0.6606553087438952,0.5899927336530464
169,"['75%', 'slope', 'skew']",331.5350235214953,0.37678846484088563,0.6101902200347912,0.47493403408213075
170,"['75%', 'kurt', 'skew']",338.7044693407444,0.40931319471350197,0.21831830759115228,0.298080690307932
171,"['max', 'slope', 'kurt']",343.33037712877893,0.3644371573722864,0.24115077423117162,0.30222243103347396
172,"['max', 'slope', 'skew']",363.276235741059,0.34356001994483676,0.14765953819709884,0.146991265951465
173,"['max', 'kurt', 'skew']",351.83309046299337,0.45324418667558025,0.19164670961548072,0.197762615509586
174,"['slope', 'kurt', 'skew']",322.5380880062285,0.5085541148858724,0.3050661494410358,0.2181034447315274
175,"['mean', 'std', 'min', '25%']",68.00262568119724,0.5929779345417845,0.5310162356451034,0.688453466152666
176,"['mean', 'std', 'min', '50%']",92.60299072775969,0.5477790333613981,0.5471216697119688,0.6931060769003297
177,"['mean', 'std', 'min', '75%']",141.96838475288064,0.5244357558915537,0.5317097904732384,0.6886512334036168
178,"['mean', 'std', 'min', 'max']",197.93665453703645,0.5329962337641357,0.5882611802074351,0.6823080845375841
179,"['mean', 'std', 'min', 'slope']",146.02913562092817,0.4713880185008593,0.5389551567101166,0.675007192485259
180,"['mean', 'std', 'min', 'kurt']",162.79521434646105,0.6989845996543106,0.9245973371191627,0.8791823037293219
181,"['mean', 'std', 'min', 'skew']",188.59578426396473,0.6302264864577866,0.8691687588086523,0.7797154074845825
182,"['mean', 'std', '25%', '50%']",93.983086762845,0.5625525965948637,0.5298713479218692,0.6667757310291611
183,"['mean', 'std', '25%', '75%']",157.14361029032472,0.5043777280624926,0.5060703001818612,0.6450680766404228
184,"['mean', 'std', '25%', 'max']",216.43155810971584,0.5200948620876604,0.5882611802074351,0.6823080845375841
185,"['mean', 'std', '25%', 'slope']",158.2205525640794,0.46379536221234097,0.5408047007679425,0.6755172260367551
186,"['mean', 'std', '25%', 'kurt']",177.51309604555007,0.6768934472828243,0.8728895644299046,0.7993351096425934
187,"['mean', 'std', '25%', 'skew']",202.97806947829574,0.6069245553615186,0.8266799654317921,0.7171362419052801
188,"['mean', 'std', '50%', '75%']",179.05932057266304,0.47541703912720407,0.5136996397396593,0.6471460850275547
189,"['mean', 'std', '50%', 'max']",239.85319522358893,0.5008023659486412,0.5662353262009854,0.6541208067992055
190,"['mean', 'std', '50%', 'slope']",166.42121819530723,0.48276739053282375,0.5447459943753676,0.655089149514424
191,"['mean', 'std', '50%', 'kurt']",205.06289074542426,0.6476775009412534,0.8899718517379506,0.8211611425602873
192,"['mean', 'std', '50%', 'skew']",230.5572012914797,0.577820904559117,0.8128242182302549,0.702167713322978
193,"['mean', 'std', '75%', 'max']",271.9449638046906,0.5194306940349604,0.6106764423781585,0.6098721044737379
194,"['mean', 'std', '75%', 'slope']",235.28107276224375,0.45305240588861817,0.5181574012107582,0.6481460488470652
195,"['mean', 'std', '75%', 'kurt']",275.1942753476008,0.5780206022496833,0.8728895644299046,0.7993351096425934
196,"['mean', 'std', '75%', 'skew']",301.33662549580646,0.5127213508967842,0.8266799654317921,0.7171362419052802
197,"['mean', 'std', 'max', 'slope']",292.99930448198694,0.47128104016151073,0.6064336275571506,0.6633541771980085
198,"['mean', 'std', 'max', 'kurt']",330.65870195616026,0.47364261834388605,0.6139029911936008,0.6674356977466402
199,"['mean', 'std', 'max', 'skew']",391.940371275615,0.4270695838893504,0.5716257414514421,0.5914964475624049
200,"['mean', 'std', 'slope', 'kurt']",255.5088393835427,0.5978639520607495,0.8667351379091821,0.7769979819228264
201,"['mean', 'std', 'slope', 'skew']",281.8803753136177,0.5329176649121039,0.7913515427432581,0.6774701199172972
202,"['mean', 'std', 'kurt', 'skew']",309.39681631811857,0.595466997146611,0.8252949783184426,0.7016027702984876
203,"['mean', 'min', '25%', '50%']",85.24615056975789,0.5660545342185517,0.5210863386955038,0.6643175170919999
204,"['mean', 'min', '25%', '75%']",143.58542669686946,0.5122577710526164,0.5063014953922294,0.6451306502351813
205,"['mean', 'min', '25%', 'max']",203.06768464259866,0.5266245160088548,0.5818722949764787,0.7035993692930342
206,"['mean', 'min', '25%', 'slope']",145.4579520999383,0.4831625637429446,0.5497438692934565,0.6780229913918928
207,"['mean', 'min', '25%', 'kurt']",163.75934951097116,0.6988990351033594,0.9072077820279295,0.8460870041559441
208,"['mean', 'min', '25%', 'skew']",188.43182647089054,0.6262553909441791,0.8406893165887624,0.7338444683818428
209,"['mean', 'min', '50%', '75%']",163.9338231694489,0.49038799295280094,0.512235439431275,0.6467451690010072
210,"['mean', 'min', '50%', 'max']",226.36243347281933,0.5086648731989006,0.560385520327756,0.6756124149236853
211,"['mean', 'min', '50%', 'slope']",153.3004529798021,0.5035215625791596,0.5477512762935143,0.6559310859274362
212,"['mean', 'min', '50%', 'kurt']",190.96942272409544,0.6682168870105071,0.8899718517379506,0.8211611425602873
213,"['mean', 'min', '50%', 'skew']",215.27047318210091,0.598648195395494,0.8266799654317921,0.7171362419052802
214,"['mean', 'min', '75%', 'max']",266.58331178263825,0.5276030499145457,0.6106764423781585,0.6098721044737379
215,"['mean', 'min', '75%', 'slope']",222.94960566826788,0.4585557044265165,0.5170018496361668,0.6477636033706675
216,"['mean', 'min', '75%', 'kurt']",260.06613250276126,0.5947348011360066,0.8728895644299046,0.7993351096425934
217,"['mean', 'min', '75%', 'skew']",284.8980910892349,0.5241018895397315,0.8128242182302549,0.702167713322978
218,"['mean', 'min', 'max', 'slope']",280.9320317941183,0.4799074846365979,0.6022796830008061,0.66336564337462
219,"['mean', 'min', 'max', 'kurt']",320.9293131298202,0.4851809716333291,0.6115179243772546,0.6651569067782888
220,"['mean', 'min', 'max', 'skew']",380.18419782925116,0.48216138849267015,0.8406893165887624,0.7338444683818428
221,"['mean', 'min', 'slope', 'kurt']",244.54090518826382,0.616334228003801,0.8836634879156131,0.7987572490393363
222,"['mean', 'min', 'slope', 'skew']",269.9461051353754,0.5519937684189151,0.8187553636128998,0.7061012888058216
223,"['mean', 'min', 'kurt', 'skew']",295.8255992864563,0.6153556658649623,0.8252949783184426,0.7016027702984876
224,"['mean', '25%', '50%', '75%']",169.15267714773645,0.4828235800081094,0.4998397024458868,0.6305270205459947
225,"['mean', '25%', '50%', 'max']",238.2009748309212,0.4939058604366674,0.540527038488638,0.6418533037083956
226,"['mean', '25%', '50%', 'slope']",158.05066908595708,0.49376241958512546,0.517245998160025,0.6323760055542673
227,"['mean', '25%', '50%', 'kurt']",196.24051253038073,0.6545840512079135,0.8391859901973704,0.7612130181762352
228,"['mean', '25%', '50%', 'skew']",222.0245890991505,0.5660429524840525,0.7201363504468892,0.6230476352815477
229,"['mean', '25%', '75%', 'max']",283.9162445919005,0.5082871987124626,0.6076802532041684,0.591746050932503
230,"['mean', '25%', '75%', 'slope']",232.35751018846256,0.4520602906358579,0.5053762985265642,0.6294920235890381
231,"['mean', '25%', '75%', 'kurt']",264.31642136800485,0.5787751872987078,0.822564738349104,0.7440932710960466
232,"['mean', '25%', '75%', 'skew']",290.2883292109748,0.5053617202410954,0.7721787757682047,0.664010558541826
233,"['mean', '25%', 'max', 'slope']",298.2632631554631,0.45669174656790285,0.5513134619733224,0.6143201246214979
234,"['mean', '25%', 'max', 'kurt']",336.69776528182604,0.4447874633176711,0.5497763434138329,0.6283353994709483
235,"['mean', '25%', 'max', 'skew']",386.2769217521934,0.4557065177542465,0.7201363504468892,0.6230476352815477
236,"['mean', '25%', 'slope', 'kurt']",249.66395027475207,0.6021869372628387,0.8333394186792445,0.739018913971979
237,"['mean', '25%', 'slope', 'skew']",276.1266465754172,0.5317688593583394,0.75078205268157,0.6329155726544099
238,"['mean', '25%', 'kurt', 'skew']",302.4756690297877,0.5996516222012368,0.8119778011515233,0.6872024074287045
239,"['mean', '50%', '75%', 'max']",299.1321645627942,0.4916243098904988,0.5858110696205445,0.5628441943414595
240,"['mean', '50%', '75%', 'slope']",251.6162068015078,0.4357848934660075,0.5417627125691484,0.6260691144040731
241,"['mean', '50%', '75%', 'kurt']",291.6952887881455,0.39559215379416707,0.492296877608707,0.6019931078320471
242,"['mean', '50%', '75%', 'skew']",309.46376857978805,0.4704510455645551,0.68271872391315,0.5971784430779301
243,"['mean', '50%', 'max', 'slope']",319.7025456801376,0.43884956787669677,0.5224287131478379,0.5947805896131593
244,"['mean', '50%', 'max', 'kurt']",358.641605148711,0.4242915648092692,0.5283660036016045,0.6108859560024912
245,"['mean', '50%', 'max', 'skew']",405.76500240395524,0.4300843147229423,0.6705537298976011,0.5892634848701241
246,"['mean', '50%', 'slope', 'kurt']",276.1416696831857,0.5689644673182752,0.7843985529275966,0.6907084182456867
247,"['mean', '50%', 'slope', 'skew']",300.18575225454225,0.5035212568549138,0.7250686672796995,0.6127291547914389
248,"['mean', '50%', 'kurt', 'skew']",328.1395493115071,0.5755358021266274,0.8038991661469639,0.6691901878807801
249,"['mean', '75%', 'max', 'slope']",359.7245049696709,0.4309891754002869,0.5660882594706628,0.6162347740135804
250,"['mean', '75%', 'max', 'kurt']",394.84349672400856,0.4341909562314307,0.5943513303317538,0.593165249012995
251,"['mean', '75%', 'max', 'skew']",437.35304577454644,0.3820315514149964,0.5372954223992072,0.5149660934116608
252,"['mean', '75%', 'slope', 'kurt']",350.43396624203626,0.3828156724179594,0.5052223060914852,0.6294273982974979
253,"['mean', '75%', 'slope', 'skew']",378.7103441637877,0.44179138613873603,0.7498578239524173,0.6059506063158522
254,"['mean', '75%', 'kurt', 'skew']",399.0794642418326,0.48972591747239835,0.7712551762105083,0.6369526298840799
255,"['mean', 'max', 'slope', 'kurt']",406.38607360990636,0.4047451810945461,0.5701051635767774,0.5929765414559416
256,"['mean', 'max', 'slope', 'skew']",462.6625522849234,0.395196448842647,0.7392333414734871,0.6182139207867502
257,"['mean', 'max', 'kurt', 'skew']",490.04793946146594,0.4344170605545696,0.7885048628946095,0.6483501931702502
258,"['mean', 'slope', 'kurt', 'skew']",376.74761336777834,0.5245896228592907,0.7775719723251309,0.644440431816093
259,"['std', 'min', '25%', '50%']",91.56010934397784,0.5527760152809774,0.5325574662265816,0.6888932595896853
260,"['std', 'min', '25%', '75%']",148.0314748709842,0.5172885714179549,0.5335592614831887,0.6891797323725671
261,"['std', 'min', '25%', 'max']",201.87118780231597,0.532173713241276,0.5941133888333812,0.6787069396138258
262,"['std', 'min', '25%', 'slope']",150.50755853189258,0.4665349183061329,0.5389521920679379,0.6754753112779814
263,"['std', 'min', '25%', 'kurt']",165.2429274870819,0.6971325829928685,0.9245973371191627,0.8791823037293219
264,"['std', 'min', '25%', 'skew']",191.1986352198428,0.628087056704373,0.8691687588086523,0.7797154074845823
265,"['std', 'min', '50%', '75%']",173.57327666209696,0.49429441292324233,0.5317097904732384,0.6886512334036168
266,"['std', 'min', '50%', 'max']",226.97354798851313,0.5075812515266732,0.5771641995109928,0.6731460595331706
267,"['std', 'min', '50%', 'slope']",160.5116524706314,0.4772935410567387,0.5428083476743722,0.6760733328695793
